product_id,product_name,category_id,brand,price,cost,stock_quantity,weight_kg,dimensions,description,created_date
236,Elite Tablet,1,Elite,1207.15,513.24,103,6.2,35x38x25,High-quality tablet from Elite,2020-04-21
237,Elite Paint Set,10,Elite,24.89,12.28,86,8.36,7x25x24,High-quality paint set from Elite,2021-04-12
238,BrandE Paint Set,10,BrandE,54.26,33.99,125,5.5,25x46x9,High-quality paint set from BrandE,2020-10-21
239,Elite Protein Bar,9,Elite,28.15,18.51,187,0.91,11x32x24,High-quality protein bar from Elite,2019-06-08
240,BrandC Perfume,6,BrandC,77.63,34.83,191,1.3,17x33x5,High-quality perfume from BrandC,2019-03-21
241,Elite Plant Pot,3,Elite,101.95,65.34,124,1.48,40x31x14,High-quality plant pot from Elite,2019-01-19
242,BrandB Smart Watch,1,BrandB,899.18,439.04,173,2.78,25x44x13,High-quality smart watch from BrandB,2019-12-06
243,BrandE Shampoo,6,BrandE,56.14,25.9,157,9.52,28x38x21,High-quality shampoo from BrandE,2020-05-29
244,Elite Toy Car,7,Elite,26.32,13.14,191,7.23,13x15x18,High-quality toy car from Elite,2021-08-28
245,Premium Car Mat,8,Premium,71.2,31.69,17,9.93,5x24x24,High-quality car mat from Premium,2020-01-20
246,BrandB Tablet,1,BrandB,1098.58,548.53,15,6.29,43x15x4,High-quality tablet from BrandB,2020-12-18
247,BrandD Self-Help Book,5,BrandD,23.8,9.62,49,2.82,32x42x25,High-quality self-help book from BrandD,2020-09-18
248,Deluxe Bicycle,4,Deluxe,235.92,160.49,143,5.46,47x17x4,High-quality bicycle from Deluxe,2019-11-09
249,BrandD Coffee Beans,9,BrandD,17.6,8.43,26,1.35,38x42x22,High-quality coffee beans from BrandD,2021-02-23
250,Deluxe Science Textbook,5,Deluxe,40.88,23.61,70,9.67,44x47x17,High-quality science textbook from Deluxe,2020-03-04
251,BrandA Dress,2,BrandA,159.92,111.42,23,9.3,44x14x6,High-quality dress from BrandA,2019-12-04
252,BrandA Plant Pot,3,BrandA,175.2,117.17,13,1.46,33x32x23,High-quality plant pot from BrandA,2021-08-24
253,BrandE Phone Mount,8,BrandE,82.55,35.92,143,3.99,29x50x17,High-quality phone mount from BrandE,2020-12-28
254,Standard Chocolate,9,Standard,19.26,8.16,154,8.44,15x45x10,High-quality chocolate from Standard,2019-10-20
255,Standard Boots,2,Standard,96.7,58.84,64,6.89,40x32x22,High-quality boots from Standard,2020-12-14
256,BrandA Dress,2,BrandA,175.24,115.06,197,6.73,32x18x21,High-quality dress from BrandA,2020-01-27
257,Premium Protein Bar,9,Premium,13.06,8.15,2,2.04,28x38x8,High-quality protein bar from Premium,2019-01-12
258,BrandE Doll,7,BrandE,34.33,23.11,64,5.08,5x43x10,High-quality doll from BrandE,2019-03-10
259,Elite Vitamins,6,Elite,44.64,31.19,180,2.61,45x8x20,High-quality vitamins from Elite,2019-03-04
260,Deluxe Glue Set,10,Deluxe,50.36,27.55,121,7.52,46x39x5,High-quality glue set from Deluxe,2019-03-20
261,BrandA Vitamins,6,BrandA,64.39,39.54,180,7.39,13x10x15,High-quality vitamins from BrandA,2019-09-02
262,Elite Board Game,7,Elite,55.35,23.17,24,8.59,22x17x22,High-quality board game from Elite,2019-02-04
263,Premium Speaker,1,Premium,1800.59,811.64,150,7.25,28x38x2,High-quality speaker from Premium,2021-04-05
264,BrandA Plant Pot,3,BrandA,51.18,33.14,128,1.56,22x10x7,High-quality plant pot from BrandA,2021-06-27
265,BrandE Running Shoes,4,BrandE,192.35,116.68,104,1.81,5x24x10,High-quality running shoes from BrandE,2020-12-19
266,Premium Coffee Maker,3,Premium,243.8,158.67,22,5.71,34x10x5,High-quality coffee maker from Premium,2019-07-05
267,BrandB Vacuum Cleaner,3,BrandB,109.12,63.0,5,7.69,5x18x22,High-quality vacuum cleaner from BrandB,2021-02-06
268,BrandB Plant Pot,3,BrandB,441.06,301.23,78,8.39,46x17x25,High-quality plant pot from BrandB,2019-09-29
269,BrandA Craft Paper,10,BrandA,33.41,16.24,71,1.49,25x31x9,High-quality craft paper from BrandA,2020-01-21
270,BrandD Science Textbook,5,BrandD,17.08,8.34,178,4.45,10x36x13,High-quality science textbook from BrandD,2021-01-14
271,Standard Bicycle,4,Standard,148.66,87.61,43,0.46,42x29x6,High-quality bicycle from Standard,2020-03-07
272,Basic Tent,4,Basic,120.4,77.45,73,2.15,49x37x19,High-quality tent from Basic,2020-07-04
273,Standard Laptop,1,Standard,1558.15,743.96,119,2.68,12x38x23,High-quality laptop from Standard,2020-01-17
274,BrandC Tire Gauge,8,BrandC,78.08,38.8,144,3.84,42x7x12,High-quality tire gauge from BrandC,2019-08-03
275,BrandA Sneakers,2,BrandA,44.37,24.08,86,6.51,11x16x13,High-quality sneakers from BrandA,2020-09-19
276,Elite Sketchbook,10,Elite,44.63,27.92,112,8.11,34x42x20,High-quality sketchbook from Elite,2021-06-09
277,Elite Camera,1,Elite,1676.49,797.63,95,6.05,35x48x14,High-quality camera from Elite,2020-09-06
278,BrandD Coffee Beans,9,BrandD,39.34,26.37,129,1.17,32x22x20,High-quality coffee beans from BrandD,2021-03-31
279,BrandA Self-Help Book,5,BrandA,16.56,7.45,76,8.88,49x38x8,High-quality self-help book from BrandA,2019-10-13
280,Premium Yoga Mat,4,Premium,241.86,100.65,23,3.16,14x27x16,High-quality yoga mat from Premium,2021-03-21
281,Elite Action Figure,7,Elite,12.06,5.36,44,3.08,10x16x9,High-quality action figure from Elite,2020-02-21
282,BrandB Plant Pot,3,BrandB,367.58,164.03,142,8.47,28x5x17,High-quality plant pot from BrandB,2019-11-23
283,BrandB Chocolate,9,BrandB,26.19,15.87,178,2.2,35x47x14,High-quality chocolate from BrandB,2021-08-07
284,BrandB Tea Set,9,BrandB,22.44,11.12,34,4.06,25x23x23,High-quality tea set from BrandB,2021-05-19
285,Basic Self-Help Book,5,Basic,31.36,15.81,171,7.43,42x6x9,High-quality self-help book from Basic,2019-12-31
286,Premium Tea Set,9,Premium,21.3,11.72,0,6.14,30x9x22,High-quality tea set from Premium,2020-04-16
287,Elite Tea Set,9,Elite,13.46,6.24,111,1.02,29x46x7,High-quality tea set from Elite,2021-05-21
288,BrandE Headphones,1,BrandE,656.63,395.67,123,0.44,31x16x7,High-quality headphones from BrandE,2021-03-26
289,Elite Laptop,1,Elite,1622.15,817.38,187,1.1,30x5x7,High-quality laptop from Elite,2020-10-15
290,Deluxe Vacuum Cleaner,3,Deluxe,263.35,159.56,2,4.91,47x30x15,High-quality vacuum cleaner from Deluxe,2019-04-22
291,Basic Jacket,2,Basic,62.85,37.1,154,8.09,33x37x13,High-quality jacket from Basic,2021-08-27
292,Premium Lamp,3,Premium,425.2,294.04,28,7.88,32x39x14,High-quality lamp from Premium,2019-06-13
293,BrandA Dress,2,BrandA,77.37,52.63,151,2.65,37x44x25,High-quality dress from BrandA,2021-07-20
294,BrandA Camera,1,BrandA,956.29,393.95,125,4.66,8x43x23,High-quality camera from BrandA,2021-01-26
295,Basic Vitamins,6,Basic,39.05,19.09,6,5.47,16x23x13,High-quality vitamins from Basic,2021-05-04
296,Elite Coffee Beans,9,Elite,19.61,11.59,152,1.21,7x39x25,High-quality coffee beans from Elite,2021-03-22
297,BrandC Shampoo,6,BrandC,15.73,6.74,186,1.53,36x32x10,High-quality shampoo from BrandC,2020-12-08
298,Deluxe Plant Pot,3,Deluxe,137.17,88.84,187,8.22,41x34x3,High-quality plant pot from Deluxe,2019-06-06
299,Premium Craft Paper,10,Premium,10.57,6.16,185,6.41,11x29x18,High-quality craft paper from Premium,2019-06-11
300,BrandE Speaker,1,BrandE,873.93,355.44,191,2.64,46x10x15,High-quality speaker from BrandE,2019-08-27
301,Deluxe Tablet,1,Deluxe,558.9,274.4,131,5.44,20x49x3,High-quality tablet from Deluxe,2021-02-05
302,Elite Water Bottle,4,Elite,84.18,57.3,70,7.49,16x22x18,High-quality water bottle from Elite,2019-04-04
303,Basic Makeup Kit,6,Basic,91.7,55.34,69,0.15,18x6x15,High-quality makeup kit from Basic,2019-09-23
304,BrandE Smart Watch,1,BrandE,951.76,606.34,162,3.25,19x19x2,High-quality smart watch from BrandE,2020-10-26
305,BrandB Shampoo,6,BrandB,64.25,39.74,155,8.29,42x31x22,High-quality shampoo from BrandB,2020-11-04
306,Basic Water Bottle,4,Basic,155.79,88.38,87,3.47,27x33x6,High-quality water bottle from Basic,2021-08-04
307,BrandD Glue Set,10,BrandD,43.66,19.69,99,2.63,7x47x20,High-quality glue set from BrandD,2019-06-10
308,Standard Hat,2,Standard,197.22,83.8,191,9.85,28x24x11,High-quality hat from Standard,2020-10-07
309,Elite Hat,2,Elite,20.47,12.03,42,6.28,41x32x15,High-quality hat from Elite,2019-02-17
310,Standard Chocolate,9,Standard,38.48,26.82,96,9.22,13x29x21,High-quality chocolate from Standard,2019-09-10
311,Basic Laptop,1,Basic,475.7,331.87,146,2.96,15x30x19,High-quality laptop from Basic,2021-04-16
312,BrandD Chocolate,9,BrandD,23.82,13.81,81,7.73,45x11x23,High-quality chocolate from BrandD,2020-10-12
313,Standard Water Bottle,4,Standard,171.44,80.15,103,5.0,34x23x16,High-quality water bottle from Standard,2019-11-18
314,Basic Vacuum Cleaner,3,Basic,158.44,88.69,85,7.65,46x16x23,High-quality vacuum cleaner from Basic,2019-07-21
315,Deluxe Camera,1,Deluxe,1323.55,916.26,105,1.97,6x44x9,High-quality camera from Deluxe,2019-10-11
316,Deluxe Self-Help Book,5,Deluxe,30.13,12.78,146,7.35,6x25x21,High-quality self-help book from Deluxe,2020-05-26
317,Deluxe Cookbook,5,Deluxe,35.02,21.2,94,0.32,43x46x14,High-quality cookbook from Deluxe,2021-11-13
318,BrandC Shampoo,6,BrandC,50.11,30.91,61,1.83,50x17x12,High-quality shampoo from BrandC,2019-09-29
319,BrandB Smart Watch,1,BrandB,1794.17,829.09,118,4.65,48x43x16,High-quality smart watch from BrandB,2020-05-10
320,Elite Air Freshener,8,Elite,82.53,35.76,154,8.39,15x20x16,High-quality air freshener from Elite,2019-05-24
321,BrandA Coffee Beans,9,BrandA,35.69,18.63,133,9.96,29x9x15,High-quality coffee beans from BrandA,2020-06-16
322,Deluxe Jeans,2,Deluxe,134.71,75.47,6,4.44,8x23x14,High-quality jeans from Deluxe,2019-03-23
323,Basic Speaker,1,Basic,1447.42,801.1,166,4.46,12x11x6,High-quality speaker from Basic,2020-06-21
324,BrandB Makeup Kit,6,BrandB,74.42,37.95,168,3.46,20x35x8,High-quality makeup kit from BrandB,2020-06-25
325,Premium Coffee Beans,9,Premium,33.89,14.31,181,4.97,20x21x12,High-quality coffee beans from Premium,2020-08-27
326,Premium Perfume,6,Premium,80.44,49.06,145,2.83,7x13x6,High-quality perfume from Premium,2021-12-04
327,BrandA Garden Hose,3,BrandA,126.09,64.46,92,7.17,24x50x7,High-quality garden hose from BrandA,2020-09-16
328,Elite Glue Set,10,Elite,53.11,23.7,177,1.37,43x23x14,High-quality glue set from Elite,2020-06-10
329,BrandA Tea Set,9,BrandA,43.29,24.89,37,5.88,21x28x25,High-quality tea set from BrandA,2021-11-07
330,Basic Doll,7,Basic,44.43,29.77,88,6.47,42x37x12,High-quality doll from Basic,2021-12-07
331,Basic Craft Paper,10,Basic,65.98,36.0,43,8.72,35x16x17,High-quality craft paper from Basic,2021-02-16
332,BrandB Coffee Beans,9,BrandB,20.41,10.06,57,1.59,43x12x22,High-quality coffee beans from BrandB,2020-02-08
333,Elite Garden Hose,3,Elite,240.47,162.03,3,8.42,38x19x25,High-quality garden hose from Elite,2020-02-19
334,BrandA Chocolate,9,BrandA,22.93,9.85,84,5.12,22x40x19,High-quality chocolate from BrandA,2019-06-12
335,Elite Paint Set,10,Elite,45.97,21.81,65,7.99,16x49x22,High-quality paint set from Elite,2020-05-16
336,Elite Tea Set,9,Elite,12.98,9.01,68,5.56,10x17x25,High-quality tea set from Elite,2019-05-11
337,Standard Dress,2,Standard,71.01,32.83,62,5.9,42x35x16,High-quality dress from Standard,2019-07-21
338,BrandA Bedding Set,3,BrandA,173.05,102.13,50,4.84,33x10x17,High-quality bedding set from BrandA,2020-02-09
339,Standard Running Shoes,4,Standard,187.08,108.41,76,5.74,42x32x5,High-quality running shoes from Standard,2021-06-25
340,Deluxe Tea Set,9,Deluxe,41.26,24.11,116,9.92,21x31x21,High-quality tea set from Deluxe,2020-07-08
341,BrandC Tire Gauge,8,BrandC,59.37,32.36,72,9.52,24x21x19,High-quality tire gauge from BrandC,2020-05-24
342,BrandE Vitamins,6,BrandE,70.36,38.76,160,4.46,16x36x2,High-quality vitamins from BrandE,2020-10-15
343,Elite Hat,2,Elite,45.18,18.96,110,6.76,11x33x12,High-quality hat from Elite,2020-01-10
344,BrandB Tea Set,9,BrandB,39.33,18.25,128,3.12,38x35x5,High-quality tea set from BrandB,2020-09-06
345,Deluxe Tea Set,9,Deluxe,35.23,17.51,49,7.69,15x15x21,High-quality tea set from Deluxe,2019-11-18
346,Standard Puzzle,7,Standard,78.72,46.92,106,7.82,22x19x10,High-quality puzzle from Standard,2021-08-24
347,Premium Phone Mount,8,Premium,34.57,17.29,90,8.31,25x33x11,High-quality phone mount from Premium,2021-05-21
348,Basic Protein Bar,9,Basic,5.26,3.59,14,9.69,27x46x6,High-quality protein bar from Basic,2021-07-24
349,BrandA Puzzle,7,BrandA,67.66,31.17,169,7.2,23x28x2,High-quality puzzle from BrandA,2020-10-21
350,Basic Glue Set,10,Basic,29.82,16.94,51,7.99,44x37x16,High-quality glue set from Basic,2020-07-15
351,BrandB Car Mat,8,BrandB,47.82,23.8,122,9.42,42x35x3,High-quality car mat from BrandB,2021-03-09
352,BrandD Biography,5,BrandD,21.21,12.34,96,0.69,8x45x12,High-quality biography from BrandD,2020-07-19
353,Elite Phone Mount,8,Elite,139.69,60.53,34,8.82,9x25x25,High-quality phone mount from Elite,2021-04-27
354,BrandC Headphones,1,BrandC,1200.13,686.75,143,0.97,20x25x20,High-quality headphones from BrandC,2020-06-17
355,Standard Self-Help Book,5,Standard,42.69,25.91,35,7.74,9x49x24,High-quality self-help book from Standard,2020-10-04
356,Elite Garden Hose,3,Elite,378.69,175.88,82,4.74,34x28x12,High-quality garden hose from Elite,2020-02-12
357,BrandE Lamp,3,BrandE,142.57,89.01,5,1.49,46x31x15,High-quality lamp from BrandE,2021-03-22
358,BrandA Toy Car,7,BrandA,68.55,28.66,131,3.8,41x32x3,High-quality toy car from BrandA,2021-10-29
359,Standard Vitamins,6,Standard,53.26,30.49,162,0.76,9x41x4,High-quality vitamins from Standard,2019-08-19
360,BrandC Self-Help Book,5,BrandC,41.94,27.42,22,5.78,34x44x22,High-quality self-help book from BrandC,2020-01-26
361,Basic Board Game,7,Basic,67.61,36.49,189,1.61,26x9x7,High-quality board game from Basic,2020-11-26
362,Standard Glue Set,10,Standard,60.33,37.52,110,8.91,30x41x11,High-quality glue set from Standard,2019-01-14
363,Basic Water Bottle,4,Basic,30.19,14.12,109,1.59,19x42x23,High-quality water bottle from Basic,2020-10-30
364,BrandD Hat,2,BrandD,157.44,90.11,90,8.94,50x41x6,High-quality hat from BrandD,2020-01-22
365,BrandD Cookbook,5,BrandD,22.34,9.61,136,6.06,7x13x19,High-quality cookbook from BrandD,2020-12-14
366,Premium Coffee Maker,3,Premium,437.87,297.11,168,2.17,24x15x15,High-quality coffee maker from Premium,2020-07-09
367,BrandD Air Freshener,8,BrandD,119.27,48.68,112,1.32,29x6x16,High-quality air freshener from BrandD,2020-03-03
368,BrandA Plant Pot,3,BrandA,234.47,121.87,52,7.73,42x12x4,High-quality plant pot from BrandA,2019-12-25
369,Deluxe Doll,7,Deluxe,61.27,26.75,193,2.18,36x43x13,High-quality doll from Deluxe,2020-10-10
370,BrandD Camera,1,BrandD,460.14,196.59,129,3.66,21x37x5,High-quality camera from BrandD,2021-07-24
371,BrandA Running Shoes,4,BrandA,129.51,68.12,25,3.61,24x9x15,High-quality running shoes from BrandA,2020-09-07
372,BrandB Yoga Mat,4,BrandB,203.87,131.1,120,0.26,22x46x12,High-quality yoga mat from BrandB,2019-04-03
373,BrandD Action Figure,7,BrandD,24.06,9.69,132,1.64,49x35x3,High-quality action figure from BrandD,2019-05-06
374,BrandD Self-Help Book,5,BrandD,44.65,26.71,95,6.21,15x31x7,High-quality self-help book from BrandD,2019-12-24
375,BrandC Doll,7,BrandC,62.45,40.16,46,3.71,12x15x2,High-quality doll from BrandC,2021-10-15
376,BrandE Shampoo,6,BrandE,45.14,23.11,67,6.26,6x6x12,High-quality shampoo from BrandE,2019-02-28
377,BrandA Glue Set,10,BrandA,57.24,25.37,104,0.56,29x43x25,High-quality glue set from BrandA,2021-12-11
378,BrandC Headphones,1,BrandC,245.22,123.74,57,1.01,9x12x17,High-quality headphones from BrandC,2021-08-09
379,Standard Glue Set,10,Standard,37.51,24.65,163,0.11,35x35x10,High-quality glue set from Standard,2019-09-20
380,Standard Vitamins,6,Standard,41.63,24.32,183,1.05,36x41x8,High-quality vitamins from Standard,2019-09-15
381,Standard Shampoo,6,Standard,19.94,13.61,57,6.63,11x50x14,High-quality shampoo from Standard,2020-08-01
382,BrandB Bedding Set,3,BrandB,139.89,66.48,186,6.63,26x50x16,High-quality bedding set from BrandB,2021-11-30
383,BrandC Craft Paper,10,BrandC,29.97,15.36,37,5.84,7x29x22,High-quality craft paper from BrandC,2019-04-09
384,BrandC Tea Set,9,BrandC,5.64,3.33,60,1.7,25x5x20,High-quality tea set from BrandC,2021-09-11
385,Premium Protein Bar,9,Premium,13.45,8.89,147,4.12,18x34x21,High-quality protein bar from Premium,2020-06-22
386,BrandB Hat,2,BrandB,152.82,91.18,131,9.25,26x16x10,High-quality hat from BrandB,2020-11-29
387,Standard Toy Car,7,Standard,43.03,18.46,87,7.66,21x9x13,High-quality toy car from Standard,2021-05-23
388,Standard Fiction Novel,5,Standard,15.05,7.05,117,8.32,12x40x24,High-quality fiction novel from Standard,2020-08-28
389,Premium Dress,2,Premium,71.8,38.11,21,9.67,37x16x14,High-quality dress from Premium,2021-11-12
390,BrandC Cookbook,5,BrandC,43.6,20.34,4,2.07,27x38x21,High-quality cookbook from BrandC,2019-11-07
391,Standard Water Bottle,4,Standard,169.39,108.42,92,5.44,49x38x7,High-quality water bottle from Standard,2021-02-05
392,BrandB Tea Set,9,BrandB,35.62,21.03,158,2.34,50x14x19,High-quality tea set from BrandB,2021-05-18
393,BrandE Action Figure,7,BrandE,15.33,10.59,102,3.04,38x31x17,High-quality action figure from BrandE,2021-08-16
394,BrandC Sneakers,2,BrandC,148.49,72.76,19,2.59,40x47x11,High-quality sneakers from BrandC,2020-03-03
395,Deluxe Self-Help Book,5,Deluxe,48.37,20.21,105,1.49,35x15x9,High-quality self-help book from Deluxe,2021-03-12
396,Basic Sketchbook,10,Basic,34.2,15.66,89,0.8,22x13x14,High-quality sketchbook from Basic,2019-09-10
397,BrandD Dress,2,BrandD,97.03,58.38,194,3.34,45x12x18,High-quality dress from BrandD,2020-09-29
398,BrandB Water Bottle,4,BrandB,237.21,137.47,59,6.64,24x12x19,High-quality water bottle from BrandB,2021-07-19
399,BrandB Action Figure,7,BrandB,71.86,45.0,184,3.48,22x7x14,High-quality action figure from BrandB,2020-06-07
400,Elite Car Mat,8,Elite,72.5,32.66,181,6.95,36x23x9,High-quality car mat from Elite,2021-12-06
401,BrandB Coffee Maker,3,BrandB,498.85,289.83,153,8.66,20x47x17,High-quality coffee maker from BrandB,2021-06-04
402,BrandA Toy Car,7,BrandA,55.39,36.53,71,8.44,22x21x22,High-quality toy car from BrandA,2021-11-06
403,Basic Bicycle,4,Basic,208.42,99.08,91,0.92,11x50x17,High-quality bicycle from Basic,2020-05-12
404,Elite Self-Help Book,5,Elite,18.86,10.0,68,1.13,50x36x19,High-quality self-help book from Elite,2021-02-08
405,BrandA Camera,1,BrandA,1223.24,705.94,164,9.55,41x11x5,High-quality camera from BrandA,2020-05-03
406,Deluxe Craft Paper,10,Deluxe,53.06,35.61,107,8.17,50x7x13,High-quality craft paper from Deluxe,2021-06-20
407,Deluxe Backpack,4,Deluxe,262.44,107.91,102,8.15,45x32x23,High-quality backpack from Deluxe,2019-02-22
408,Deluxe Action Figure,7,Deluxe,24.29,14.31,84,1.08,31x6x25,High-quality action figure from Deluxe,2021-07-24
409,Premium Craft Paper,10,Premium,62.83,31.62,63,2.84,8x25x16,High-quality craft paper from Premium,2020-06-22
410,BrandD Yoga Mat,4,BrandD,178.58,117.69,165,3.29,30x27x7,High-quality yoga mat from BrandD,2021-10-20
411,Premium Face Cream,6,Premium,40.37,22.67,58,3.23,24x11x25,High-quality face cream from Premium,2019-07-05
412,Premium Protein Bar,9,Premium,32.98,19.52,193,3.89,21x50x17,High-quality protein bar from Premium,2020-12-19
413,Elite Craft Paper,10,Elite,68.02,42.61,43,3.3,12x17x20,High-quality craft paper from Elite,2020-09-27
414,Standard Doll,7,Standard,32.14,18.25,45,4.04,49x9x8,High-quality doll from Standard,2019-07-11
415,Deluxe Fiction Novel,5,Deluxe,46.59,27.91,67,1.54,26x39x13,High-quality fiction novel from Deluxe,2021-03-23
416,Basic Shampoo,6,Basic,17.53,12.04,75,6.17,10x25x9,High-quality shampoo from Basic,2021-06-25
417,BrandD Paint Set,10,BrandD,44.72,26.84,70,0.36,19x49x9,High-quality paint set from BrandD,2020-05-17
418,Elite Sweater,2,Elite,134.86,62.68,3,3.04,6x44x17,High-quality sweater from Elite,2021-06-17
419,Standard Camera,1,Standard,1124.89,641.67,105,1.94,38x42x14,High-quality camera from Standard,2021-03-03
420,Premium Jacket,2,Premium,163.63,78.39,94,3.71,20x25x19,High-quality jacket from Premium,2021-01-01
421,BrandC Board Game,7,BrandC,33.87,21.96,179,2.54,39x42x6,High-quality board game from BrandC,2019-07-17
422,Elite Makeup Kit,6,Elite,57.25,24.7,154,2.36,27x50x24,High-quality makeup kit from Elite,2020-04-03
423,BrandE Hat,2,BrandE,121.24,50.43,158,4.43,42x32x4,High-quality hat from BrandE,2019-12-17
424,Standard Smartphone,1,Standard,924.51,550.16,88,4.82,50x14x4,High-quality smartphone from Standard,2020-12-26
425,BrandE Board Game,7,BrandE,50.74,34.72,186,0.37,43x36x15,High-quality board game from BrandE,2019-10-01
426,BrandD Protein Bar,9,BrandD,34.78,17.14,178,6.78,26x19x20,High-quality protein bar from BrandD,2021-11-06
427,BrandC Boots,2,BrandC,156.77,108.81,150,3.21,5x44x3,High-quality boots from BrandC,2021-01-03
428,BrandB Water Bottle,4,BrandB,238.02,100.28,16,5.34,15x17x9,High-quality water bottle from BrandB,2020-01-03
429,BrandA Dress,2,BrandA,135.14,74.12,30,3.38,11x30x20,High-quality dress from BrandA,2021-03-04
430,Basic Boots,2,Basic,143.84,63.51,87,1.91,24x27x7,High-quality boots from Basic,2021-05-31
431,Elite Smart Watch,1,Elite,226.93,108.51,51,2.34,46x45x4,High-quality smart watch from Elite,2020-11-26
432,BrandB Protein Bar,9,BrandB,28.57,11.6,155,0.7,40x8x23,High-quality protein bar from BrandB,2021-02-03
433,BrandC Fiction Novel,5,BrandC,10.07,7.0,3,0.15,29x24x2,High-quality fiction novel from BrandC,2021-02-06
434,BrandC Jeans,2,BrandC,49.87,29.24,46,5.4,27x11x23,High-quality jeans from BrandC,2019-11-13
435,Deluxe Chocolate,9,Deluxe,12.96,6.9,197,1.86,14x33x2,High-quality chocolate from Deluxe,2019-03-21
436,BrandE Paint Set,10,BrandE,70.65,30.54,174,1.89,38x15x5,High-quality paint set from BrandE,2021-10-16
437,Deluxe Tea Set,9,Deluxe,11.99,7.0,86,9.38,47x40x14,High-quality tea set from Deluxe,2021-07-06
438,Standard Coffee Beans,9,Standard,7.95,3.77,36,2.47,36x17x14,High-quality coffee beans from Standard,2019-03-27
439,BrandA Speaker,1,BrandA,1837.39,1242.7,168,7.11,42x11x18,High-quality speaker from BrandA,2019-07-06
440,Standard Sneakers,2,Standard,119.15,72.76,133,4.0,39x46x8,High-quality sneakers from Standard,2020-08-01
441,BrandC Sneakers,2,BrandC,97.86,44.96,160,4.32,32x29x4,High-quality sneakers from BrandC,2021-10-01
442,Elite Board Game,7,Elite,19.09,10.85,156,3.95,36x23x23,High-quality board game from Elite,2019-04-23
443,BrandA Self-Help Book,5,BrandA,17.52,7.48,150,7.5,41x39x7,High-quality self-help book from BrandA,2020-10-04
444,BrandA Lamp,3,BrandA,276.46,114.5,77,3.91,27x39x3,High-quality lamp from BrandA,2021-06-07
445,Standard Tent,4,Standard,169.1,76.68,94,6.84,7x18x5,High-quality tent from Standard,2021-07-25
446,BrandD Vacuum Cleaner,3,BrandD,361.96,152.71,52,5.0,41x45x21,High-quality vacuum cleaner from BrandD,2019-02-01
447,Basic Fiction Novel,5,Basic,18.24,11.07,74,0.15,20x47x12,High-quality fiction novel from Basic,2019-12-29
448,BrandD Protein Bar,9,BrandD,21.73,14.15,11,1.64,43x20x21,High-quality protein bar from BrandD,2020-06-12
449,Deluxe Protein Bar,9,Deluxe,36.96,24.79,79,2.13,46x22x15,High-quality protein bar from Deluxe,2019-01-21
450,Basic Glue Set,10,Basic,33.27,21.72,48,8.19,36x21x21,High-quality glue set from Basic,2019-01-22
451,BrandA Biography,5,BrandA,37.84,20.23,169,6.93,9x45x5,High-quality biography from BrandA,2019-08-25
452,Elite Shampoo,6,Elite,14.12,7.92,42,9.44,21x48x24,High-quality shampoo from Elite,2021-03-26
453,Standard Craft Paper,10,Standard,27.19,17.85,66,1.17,12x30x8,High-quality craft paper from Standard,2019-06-27
454,BrandD Protein Bar,9,BrandD,10.72,7.49,120,4.84,12x19x3,High-quality protein bar from BrandD,2021-03-05
455,BrandB Cookbook,5,BrandB,40.5,26.0,61,4.42,28x33x25,High-quality cookbook from BrandB,2019-10-20
456,Deluxe Protein Bar,9,Deluxe,39.61,23.72,128,7.69,17x18x25,High-quality protein bar from Deluxe,2020-10-13
457,Deluxe Fiction Novel,5,Deluxe,10.57,4.71,64,9.23,27x34x8,High-quality fiction novel from Deluxe,2019-04-26
458,Basic Boots,2,Basic,43.32,21.12,16,2.33,45x17x12,High-quality boots from Basic,2021-06-17
459,Elite Coffee Maker,3,Elite,53.3,25.25,135,2.95,15x14x19,High-quality coffee maker from Elite,2020-10-12
460,BrandB Paint Set,10,BrandB,53.88,28.18,136,0.27,15x25x13,High-quality paint set from BrandB,2019-03-20
461,BrandB Cookbook,5,BrandB,37.37,15.01,0,5.67,29x41x5,High-quality cookbook from BrandB,2020-04-04
462,BrandA Lamp,3,BrandA,290.55,122.66,166,8.26,35x41x22,High-quality lamp from BrandA,2021-03-01
463,Deluxe Science Textbook,5,Deluxe,25.47,17.14,60,6.86,44x21x13,High-quality science textbook from Deluxe,2021-07-20
464,BrandC Tire Gauge,8,BrandC,76.32,50.66,57,1.53,45x16x14,High-quality tire gauge from BrandC,2020-06-10
465,Premium Dress,2,Premium,151.9,80.43,76,1.53,34x31x24,High-quality dress from Premium,2020-04-09
466,BrandC Biography,5,BrandC,43.61,22.06,103,4.27,31x34x25,High-quality biography from BrandC,2021-07-15
467,Basic Hat,2,Basic,100.75,50.51,170,4.05,38x18x9,High-quality hat from Basic,2020-03-20
468,Deluxe Tablet,1,Deluxe,429.47,284.34,168,7.86,28x34x19,High-quality tablet from Deluxe,2021-04-16
469,BrandE Vitamins,6,BrandE,27.64,12.23,27,5.47,33x24x21,High-quality vitamins from BrandE,2021-04-24
470,BrandD Fiction Novel,5,BrandD,18.69,10.57,40,6.63,38x32x7,High-quality fiction novel from BrandD,2021-06-26
471,BrandD Car Mat,8,BrandD,67.11,40.27,69,9.84,48x41x6,High-quality car mat from BrandD,2021-04-03
472,BrandC Sweater,2,BrandC,91.09,49.24,189,1.39,36x25x21,High-quality sweater from BrandC,2021-12-22
